Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Requested Coolant Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C],Location
918.6,108.07,507.63,15.3,-22.9,-0.77,0.0,371.49,50.84,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592374565258934, 77.05858914580546)"
918.7,107.81,507.64,15.46,-22.4,-0.78,0.0,371.34,49.04,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592406850754825, 77.0586347792853)"
918.8,107.56,507.65,15.4,-21.6,-0.76,0.0,371.34,48.79,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592439136250716, 77.05868041276514)"
918.9,107.29,507.66,14.95,-21.6,-0.67,0.0,371.39,49.04,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592471421746609, 77.05872604624498)"
919.0,107.05,507.67,14.32,-23.5,-0.73,0.0,371.55,51.21,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.5925037072425, 77.05877167972481)"
919.1,106.73,507.67,13.67,-24.6,-0.75,0.0,371.75,54.01,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.59253599273839, 77.05881731320466)"
919.2,106.42,507.68,13.55,-26.5,-0.71,0.0,371.88,55.38,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592568278234282, 77.0588629466845)"
919.3,106.14,507.69,13.7,-27.0,-0.78,0.0,371.98,56.28,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592600563730175, 77.05890858016434)"
919.4,105.7,507.7,13.82,-26.5,-0.64,0.0,372.0,56.84,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592632849226066, 77.05895421364418)"
919.5,105.54,507.71,13.7,-26.21,-0.7,0.0,372.0,57.29,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.5,0,13.0,30.51,"(12.592665134721956, 77.05899984712401)"
919.6,105.21,507.72,13.73,-27.0,-0.85,0.0,372.0,57.06,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.48,0,13.0,30.51,"(12.59269742021785, 77.05904548060386)"
919.7,104.81,507.73,13.7,-26.1,-0.75,0.0,372.0,56.61,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.43,0,13.0,30.51,"(12.59272970571374, 77.0590911140837)"
919.8,104.59,507.74,13.7,-26.6,-0.74,0.0,372.04,56.5,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.38,0,13.0,30.51,"(12.592761991209631, 77.05913674756354)"
919.9,104.3,507.75,13.7,-27.0,-0.76,0.0,372.09,56.5,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.33,0,13.0,30.51,"(12.592794276705522, 77.05918238104337)"
920.0,103.97,507.76,13.58,-27.5,-0.67,0.0,372.1,56.84,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.28,0,13.0,30.51,"(12.592826562201415, 77.05922801452321)"
920.1,103.75,507.77,13.7,-27.5,-0.78,0.0,372.1,57.29,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.23,0,13.0,30.51,"(12.592858847697306, 77.05927364800306)"
920.2,103.41,507.78,13.7,-27.1,-0.87,0.0,372.1,57.17,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.18,0,13.0,30.51,"(12.592891133193197, 77.0593192814829)"
920.3,103.1,507.78,13.7,-27.4,-0.7,0.0,372.1,56.87,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.13,0,13.0,30.51,"(12.59292341868909, 77.05936491496273)"
920.4,102.79,507.79,13.55,-27.5,-0.81,0.0,372.14,57.03,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.08,0,13.0,30.51,"(12.59295570418498, 77.05941054844257)"
920.5,102.5,507.8,13.7,-27.6,-0.87,0.0,372.19,57.33,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.03,0,13.0,30.51,"(12.592987989680871, 77.05945618192241)"
920.6,102.23,507.81,13.7,-27.9,-0.73,0.0,372.2,57.32,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.02,0,13.0,30.51,"(12.593020275176762, 77.05950181540226)"
920.7,101.91,507.82,13.7,-28.0,-0.72,0.0,372.2,57.22,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.07,0,13.0,30.51,"(12.593052560672655, 77.05954744888209)"
920.8,101.65,507.83,13.7,-28.0,-0.81,0.0,372.2,57.05,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.12,0,13.0,30.51,"(12.593084846168546, 77.05959308236193)"
920.9,101.29,507.84,13.7,-28.0,-0.84,0.0,372.2,56.85,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.17,0,13.0,30.51,"(12.593117131664437, 77.05963871584177)"
921.0,100.98,507.85,13.7,-28.0,-0.76,0.0,372.24,56.88,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.22,0,13.0,30.51,"(12.593149417160328, 77.05968434932161)"
921.1,100.62,507.86,13.73,-28.4,-0.76,0.0,372.29,56.98,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.27,0,13.0,30.51,"(12.59318170265622, 77.05972998280144)"
921.2,100.42,507.87,14.18,-28.4,-0.85,0.0,372.22,55.8,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.32,0,13.0,30.51,"(12.593213988152112, 77.05977561628129)"
921.3,100.13,507.88,14.66,-27.5,-0.75,0.0,372.12,54.2,30.0,31.0,46.5,50.0,8,90,0.0,0,0.6,0,30.37,0,13.0,30.51,"(12.593246273648003, 77.05982124976113)"
921.4,99.76,507.89,15.78,-25.9,-0.68,0.0,371.91,49.32,30.0,31.0,46.5,50.0,8,90,0.0,0,0.61,0,30.42,0,13.0,30.51,"(12.593278559143895, 77.05986688324097)"
921.5,99.51,507.89,17.13,-23.4,-0.6,0.0,371.66,43.37,30.0,31.0,46.5,50.0,8,90,0.0,0,0.61,0,30.47,0,13.0,30.51,"(12.593310844639786, 77.05991251672081)"
921.6,99.29,507.9,17.76,-20.29,-0.57,0.0,371.37,38.32,30.0,31.0,46.5,50.0,8,90,0.0,0,0.61,0,30.5,0,13.0,30.51,"(12.593343130135677, 77.05995815020064)"
921.7,99.07,507.91,20.13,-18.0,-0.52,0.0,371.07,33.57,30.0,31.0,46.5,50.0,8,90,0.0,0,0.62,0,30.5,0,13.0,30.51,"(12.593375415631568, 77.06000378368049)"
921.8,98.85,507.92,21.66,-14.5,-0.24,0.0,370.74,28.34,30.0,31.0,46.5,50.0,8,90,0.0,0,0.62,0,30.5,0,13.0,30.51,"(12.593407701127461, 77.06004941716033)"
921.9,98.67,507.93,22.9,-12.79,-0.47,0.0,370.39,22.94,30.0,31.0,46.5,50.0,8,90,0.0,0,0.63,0,30.5,0,13.0,30.51,"(12.593439986623352, 77.06009505064017)"
922.0,98.5,507.94,24.16,-10.79,-0.44,0.0,370.15,19.12,30.0,31.0,46.5,50.0,8,90,0.0,0,0.63,0,30.5,0,13.0,30.51,"(12.593472272119243, 77.06014068412)"
922.1,98.33,507.95,24.58,-8.9,-0.3,0.0,369.95,15.82,30.0,31.0,46.5,50.0,8,90,0.0,0,0.63,0,30.5,0,13.0,30.51,"(12.593504557615136, 77.06018631759984)"
922.2,98.17,507.96,25.21,-8.0,-0.29,0.0,369.79,13.0,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593536843111027, 77.06023195107969)"
922.3,98.03,507.97,26.7,-7.0,-0.35,0.0,369.64,10.36,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593569128606918, 77.06027758455953)"
922.4,97.94,507.98,29.19,-4.29,-0.31,0.0,369.3,5.03,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593601414102809, 77.06032321803936)"
922.5,97.88,507.99,30.93,-0.79,-0.08,0.0,368.9,-1.17,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593633699598701, 77.0603688515192)"
922.6,97.79,508.0,31.1,0.0,-0.02,0.0,368.8,-2.85,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593665985094592, 77.06041448499904)"
922.7,97.69,508.01,31.25,0.0,-0.2,0.0,368.8,-3.05,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593698270590483, 77.06046011847889)"
922.8,97.56,508.01,31.97,0.0,-0.4,0.0,368.76,-3.4,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593730556086374, 77.06050575195871)"
922.9,97.51,508.02,33.33,0.0,-0.29,0.0,368.71,-3.8,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593762841582267, 77.06055138543856)"
923.0,97.45,508.03,33.73,1.0,-0.17,0.0,368.7,-4.35,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593795127078158, 77.0605970189184)"
923.1,97.36,508.04,33.73,1.0,-0.17,0.0,368.7,-4.95,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593827412574049, 77.06064265239824)"
923.2,97.29,508.05,33.73,1.0,-0.25,0.0,368.7,-5.18,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593859698069942, 77.06068828587807)"
923.3,97.23,508.06,33.88,1.0,-0.17,0.0,368.7,-5.28,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593891983565833, 77.06073391935792)"
923.4,97.14,508.07,34.37,1.5,-0.08,0.0,368.66,-5.71,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593924269061723, 77.06077955283776)"
923.5,97.08,508.08,34.98,1.5,-0.13,0.0,368.61,-6.26,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593956554557614, 77.0608251863176)"
923.6,96.98,508.09,36.08,2.0,-0.24,0.0,368.49,-7.98,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.593988840053507, 77.06087081979743)"
923.7,96.92,508.1,36.2,2.1,-0.13,0.0,368.34,-10.08,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594021125549398, 77.06091645327727)"
923.8,96.84,508.11,36.2,2.5,-0.02,0.0,368.3,-10.68,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594053411045289, 77.06096208675712)"
923.9,96.76,508.12,36.2,2.5,-0.15,0.0,368.3,-10.78,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594085696541182, 77.06100772023696)"
924.0,96.69,508.12,36.4,2.5,-0.31,0.0,368.3,-11.29,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594117982037073, 77.0610533537168)"
924.1,96.71,508.13,37.57,2.5,-0.34,0.0,368.3,-11.94,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594150267532964, 77.06109898719663)"
924.2,96.63,508.14,39.98,2.9,-0.23,0.0,368.19,-13.38,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594182553028855, 77.06114462067647)"
924.3,96.55,508.15,43.83,4.0,-0.12,0.0,368.04,-15.08,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594214838524747, 77.06119025415632)"
924.4,96.43,508.16,49.79,5.0,-0.09,0.0,367.77,-19.6,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594247124020638, 77.06123588763616)"
924.5,96.43,508.17,53.54,6.81,0.0,0.0,367.47,-25.05,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59427940951653, 77.06128152111599)"
924.6,96.48,508.18,53.4,12.42,0.09,0.0,366.8,-36.83,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594311695012422, 77.06132715459583)"
924.7,96.56,508.19,53.58,19.5,0.19,0.0,366.0,-50.68,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594343980508313, 77.06137278807567)"
924.8,96.62,508.2,54.18,25.1,0.32,0.0,365.27,-62.42,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594376266004204, 77.06141842155552)"
924.9,96.66,508.21,54.18,29.02,0.3,0.0,364.57,-73.47,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594408551500095, 77.06146405503534)"
925.0,96.8,508.22,54.15,35.0,0.46,0.0,363.95,-83.2,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594440836995988, 77.06150968851519)"
925.1,96.99,508.23,53.9,38.71,0.57,0.0,363.35,-92.5,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594473122491879, 77.06155532199503)"
925.2,97.16,508.23,53.9,41.6,0.61,0.0,362.94,-98.98,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59450540798777, 77.06160095547487)"
925.3,97.37,508.24,53.9,43.6,0.64,0.0,362.59,-104.53,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594537693483662, 77.0616465889547)"
925.4,97.63,508.25,53.87,46.0,0.62,0.0,362.31,-108.46,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594569978979553, 77.06169222243454)"
925.5,97.9,508.26,53.7,46.6,0.68,0.0,362.06,-111.86,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594602264475444, 77.06173785591439)"
925.6,98.18,508.27,53.4,48.1,0.71,0.0,361.85,-114.51,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594634549971335, 77.06178348939423)"
925.7,98.37,508.28,52.95,49.1,0.82,0.0,361.65,-116.91,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594666835467228, 77.06182912287406)"
925.8,98.58,508.29,51.52,50.0,0.81,0.0,361.6,-116.63,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594699120963119, 77.0618747563539)"
925.9,98.85,508.3,50.41,49.5,0.7,0.0,361.6,-115.48,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59473140645901, 77.06192038983374)"
926.0,99.12,508.31,46.64,47.9,0.62,0.0,362.01,-107.63,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.5947636919549, 77.06196602331359)"
926.1,99.34,508.32,41.49,44.09,0.47,0.0,362.56,-97.58,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594795977450794, 77.06201165679343)"
926.2,99.53,508.33,37.98,35.4,0.4,0.0,363.53,-81.47,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594828262946685, 77.06205729027326)"
926.3,99.7,508.34,34.97,26.58,0.27,0.0,364.63,-63.37,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594860548442576, 77.0621029237531)"
926.4,99.73,508.34,31.96,20.9,0.12,0.0,365.35,-51.22,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594892833938468, 77.06214855723294)"
926.5,99.77,508.35,30.9,16.6,0.12,0.0,365.95,-41.02,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59492511943436, 77.06219419071279)"
926.6,99.8,508.36,29.15,13.4,0.06,0.0,366.4,-33.91,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59495740493025, 77.06223982419262)"
926.7,99.84,508.37,28.25,10.79,0.05,0.0,366.8,-27.81,30.0,31.0,46.5,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.594989690426141, 77.06228545767246)"
926.8,99.83,508.38,26.55,8.1,-0.05,0.0,367.13,-22.84,30.0,31.0,46.46,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595021975922034, 77.0623310911523)"
926.9,99.78,508.39,25.56,6.4,-0.08,0.0,367.43,-18.24,30.0,31.0,46.41,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595054261417925, 77.06237672463214)"
927.0,99.76,508.4,24.34,3.9,-0.14,0.0,367.73,-13.64,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595086546913816, 77.06242235811197)"
927.1,99.72,508.41,22.69,2.4,-0.07,0.0,368.03,-9.04,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595118832409709, 77.06246799159182)"
927.2,99.73,508.42,22.1,0.42,-0.11,0.0,368.21,-6.02,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.5951511179056, 77.06251362507166)"
927.3,99.63,508.43,22.08,0.0,-0.23,0.0,368.36,-3.52,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59518340340149, 77.0625592585515)"
927.4,99.43,508.44,22.08,-3.55,-0.27,0.0,368.7,2.14,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595215688897381, 77.06260489203133)"
927.5,99.35,508.45,22.08,-5.39,-0.31,0.0,369.1,8.84,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595247974393274, 77.06265052551117)"
927.6,99.22,508.46,22.25,-7.5,-0.3,0.0,369.43,14.07,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595280259889165, 77.06269615899102)"
927.7,99.08,508.46,22.56,-10.0,-0.4,0.0,369.72,18.81,30.0,31.0,46.4,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595312545385056, 77.06274179247086)"
927.8,98.88,508.47,26.01,-11.0,-0.29,0.0,369.46,12.62,30.0,31.0,46.44,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595344830880949, 77.06278742595069)"
927.9,98.76,508.48,34.11,-5.92,-0.26,0.0,369.01,2.77,30.0,31.0,46.49,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59537711637684, 77.06283305943053)"
928.0,98.76,508.49,48.01,1.04,-0.2,0.0,368.6,-3.86,30.0,31.0,46.5,50.0,8,90,0.0,0,0.65,0,30.5,0,13.0,30.51,"(12.59540940187273, 77.06287869291037)"
928.1,98.76,508.5,55.45,3.0,-0.19,0.0,368.2,-9.41,30.0,31.0,46.5,50.0,8,90,0.0,0,0.65,0,30.5,0,13.0,30.51,"(12.595441687368622, 77.06292432639022)"
928.2,98.64,508.51,61.36,8.17,-0.03,0.0,366.68,-38.11,30.0,31.0,46.46,50.0,8,90,0.0,0,0.66,0,30.5,0,13.0,30.51,"(12.595473972864514, 77.06296995987005)"
928.3,98.67,508.52,69.12,24.75,0.31,0.0,364.78,-74.55,30.0,31.0,46.41,50.0,8,90,0.0,0,0.66,0,30.5,0,13.0,30.51,"(12.595506258360405, 77.06301559334989)"
928.4,98.8,508.53,75.01,48.54,0.78,0.0,361.87,-122.39,30.0,31.0,46.4,50.0,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.595538543856296, 77.06306122682973)"
928.5,99.14,508.54,75.95,70.64,1.25,0.0,358.61,-174.05,30.0,31.0,46.4,50.0,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.595570829352187, 77.06310686030957)"
928.6,99.66,508.55,79.98,85.69,1.36,0.0,356.64,-204.91,30.0,31.0,46.4,50.0,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.59560311484808, 77.06315249378942)"
928.7,100.29,508.56,83.67,95.02,1.53,0.0,355.09,-228.81,30.0,31.0,46.4,50.0,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.595635400343971, 77.06319812726925)"
928.8,100.96,508.57,86.16,102.06,1.72,0.0,353.87,-246.62,30.0,31.0,46.4,50.0,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.595667685839862, 77.06324376074909)"
928.9,101.63,508.57,88.63,107.08,1.66,0.0,352.77,-262.4,30.0,31.0,46.4,50.0,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.595699971335755, 77.06328939422893)"
929.0,102.31,508.58,92.69,110.52,1.68,0.0,352.05,-273.12,30.0,31.0,46.4,50.0,8,90,0.0,0,0.66,0,30.5,0,13.0,30.51,"(12.595732256831646, 77.06333502770877)"
929.1,102.99,508.59,94.53,113.48,1.83,0.0,351.45,-282.17,30.0,31.0,46.4,50.0,8,90,0.0,0,0.66,0,30.5,0,13.0,30.51,"(12.595764542327537, 77.0633806611886)"
929.2,103.6,508.6,94.8,115.04,1.93,0.0,350.92,-288.69,30.0,31.0,46.36,50.0,8,90,0.0,0,0.65,0,30.5,0,13.0,30.51,"(12.595796827823428, 77.06342629466845)"
929.3,104.3,508.61,94.68,116.5,1.91,0.0,350.42,-294.39,30.0,31.0,46.31,50.0,8,90,0.0,0,0.65,0,30.5,0,13.0,30.51,"(12.59582911331932, 77.06347192814829)"
929.4,105.06,508.62,94.35,118.0,2.06,0.0,350.04,-298.78,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595861398815211, 77.06351756162813)"
929.5,105.73,508.63,94.2,118.0,1.99,0.0,349.69,-302.73,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595893684311102, 77.06356319510796)"
929.6,106.42,508.64,94.2,117.0,1.89,0.0,349.56,-303.55,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595925969806995, 77.0636088285878)"
929.7,107.13,508.65,94.2,116.0,1.96,0.0,349.51,-303.35,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595958255302886, 77.06365446206765)"
929.8,107.78,508.66,94.05,115.5,1.95,0.0,349.5,-301.91,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.595990540798777, 77.06370009554749)"
929.9,108.32,508.67,93.88,114.0,1.81,0.0,349.5,-300.06,30.0,31.0,46.3,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596022826294668, 77.06374572902732)"
930.0,108.91,508.68,93.75,112.5,1.82,0.0,349.46,-299.3,30.0,31.0,46.26,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.59605511179056, 77.06379136250716)"
930.1,109.52,508.68,93.75,112.0,1.79,0.0,349.41,-298.9,30.0,31.0,46.21,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596087397286452, 77.063836995987)"
930.2,110.22,508.69,92.96,111.03,1.81,0.0,349.44,-297.9,30.0,31.0,46.2,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596119682782343, 77.06388262946685)"
930.3,110.95,508.7,92.37,109.52,1.88,0.0,349.49,-296.7,30.0,31.0,46.2,50.0,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596151968278235, 77.06392826294667)"
930.4,111.65,508.71,90.97,108.53,1.71,0.0,349.46,-295.31,30.0,31.0,46.2,49.93,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596184253774126, 77.06397389642652)"
930.5,112.34,508.72,88.04,107.52,1.71,0.0,349.41,-293.86,30.0,31.0,46.2,49.79,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596216539270017, 77.06401952990636)"
930.6,112.94,508.73,85.72,107.03,1.66,0.0,349.44,-293.05,30.0,31.0,46.2,49.66,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596248824765908, 77.0640651633862)"
930.7,113.51,508.74,80.92,106.0,1.58,0.0,349.49,-292.45,30.0,31.0,46.2,49.53,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.5962811102618, 77.06411079686605)"
930.8,114.07,508.75,76.88,104.5,1.59,0.0,349.5,-291.13,30.0,31.0,46.16,49.5,8,90,0.0,0,0.64,0,30.5,0,13.0,30.51,"(12.596313395757692, 77.06415643034588)"
930.9,114.73,508.76,74.08,104.55,1.59,0.0,349.5,-289.58,30.0,31.0,46.11,49.5,8,90,0.0,0,0.65,0,30.5,0,13.0,30.51,"(12.596345681253583, 77.06420206382572)"
931.0,115.19,508.77,72.7,102.07,1.57,0.0,349.65,-286.23,30.0,31.0,46.1,49.5,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.596377966749476, 77.06424769730556)"
931.1,115.79,508.78,71.88,101.0,1.6,0.0,349.85,-282.28,30.0,31.0,46.1,49.5,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.596410252245366, 77.0642933307854)"
931.2,116.37,508.79,70.72,98.57,1.62,0.0,350.05,-278.17,30.0,31.0,46.1,49.5,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.596442537741257, 77.06433896426523)"
931.3,116.85,508.79,69.73,96.93,1.57,0.0,350.25,-274.02,30.0,31.0,46.1,49.5,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.596474823237148, 77.06438459774508)"
931.4,117.39,508.8,69.1,94.64,1.55,0.0,350.41,-270.29,30.0,31.0,46.1,49.5,8,90,0.0,0,0.68,0,30.5,0,13.0,30.51,"(12.596507108733041, 77.06443023122492)"
931.5,117.93,508.81,68.52,93.93,1.46,0.0,350.56,-266.69,30.0,31.0,46.1,49.5,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.596539394228932, 77.06447586470476)"
931.6,118.47,508.82,65.77,92.5,1.46,0.0,350.79,-263.01,30.0,31.0,46.06,49.5,8,90,0.0,0,0.67,0,30.5,0,13.0,30.51,"(12.596571679724823, 77.06452149818459)"
